word,1700-1710→1710-1720,1710-1720→1720-1730,1720-1730→1730-1740,1730-1740→1740-1750,1740-1750→1750-1760,1750-1760→1760-1770,1760-1770→1770-1780,1770-1780→1780-1789,1780-1789→1789-1802
allemagne,0.0030,0.0034,0.0042,0.0038,0.0054,0.0055,0.0053,0.0051,0.0047
allemand,0.0047,0.0067,0.0064,0.0076,0.0093,0.0131,0.0110,0.0086,0.0076
aller,0.0022,0.0021,0.0021,0.0026,0.0020,0.0022,0.0024,0.0026,0.0022
allerent,0.0030,0.0033,0.0064,0.0078,0.0041,0.0051,0.0041,0.0118,0.0017
allez,0.0032,0.0037,0.0038,0.0040,0.0035,0.0037,0.0041,0.0061,0.0046
alliance,0.0033,0.0033,0.0048,0.0038,0.0033,0.0026,0.0037,0.0036,0.0034
alliances,0.0029,0.0031,0.0049,0.0061,0.0058,0.0038,0.0055,0.0060,0.0048
allier,0.0056,0.0062,0.0065,0.0085,0.0170,0.0140,0.0134,0.0090,0.0097
alliez,0.0017,0.0031,0.0040,0.0052,0.0011,0.0012,0.0022,0.0035,0.0020
allions,0.0037,0.0042,0.0050,0.0048,0.0028,0.0042,0.0042,0.0057,0.0056
allié,0.0024,0.0033,0.0100,0.0083,0.0084,0.0052,0.0080,0.0077,0.0115
alliés,0.0055,0.0050,0.0153,0.0092,0.0099,0.0066,0.0069,0.0061,0.0058
alloient,0.0028,0.0030,0.0047,0.0045,0.0049,0.0058,0.0057,0.0057,0.0037
alloit,0.0017,0.0019,0.0029,0.0027,0.0026,0.0035,0.0032,0.0037,0.0027
allons,0.0022,0.0017,0.0022,0.0026,0.0027,0.0035,0.0025,0.0043,0.0022
allume,0.0037,0.0030,0.0047,0.0042,0.0041,0.0096,0.0078,0.0057,0.0027
allumer,0.0046,0.0046,0.0071,0.0060,0.0042,0.0056,0.0070,0.0051,0.0041
allumé,0.0036,0.0031,0.0058,0.0039,0.0023,0.0055,0.0066,0.0041,0.0028
allumée,0.0028,0.0033,0.0042,0.0072,0.0032,0.0052,0.0057,0.0055,0.0023
allure,0.0047,0.0042,0.0052,0.0247,0.0104,0.0121,0.0187,0.0140,0.0074
allusion,0.0036,0.0016,0.0059,0.0013,0.0016,0.0013,0.0041,0.0058,0.0018
allèrent,0.0040,0.0021,0.0036,0.0015,0.0030,0.0037,0.0043,0.0044,0.0043
allé,0.0024,0.0014,0.0025,0.0022,0.0019,0.0018,0.0031,0.0036,0.0023
allée,0.0028,0.0021,0.0039,0.0039,0.0034,0.0038,0.0034,0.0052,0.0040
allées,0.0022,0.0009,0.0018,0.0021,0.0014,0.0030,0.0049,0.0043,0.0027
alléguer,0.0044,0.0035,0.0042,0.0056,0.0078,0.0059,0.0071,0.0063,0.0037
allés,0.0042,0.0047,0.0105,0.0099,0.0100,0.0084,0.0099,0.0134,0.0088
alors,0.0031,0.0037,0.0043,0.0037,0.0035,0.0041,0.0047,0.0040,0.0042
alpes,0.0072,0.0200,0.0172,0.0056,0.0078,0.0086,0.0128,0.0102,0.0110
also,0.0033,0.0026,0.0017,0.0015,0.0018,0.0012,0.0033,0.0018,0.0032
alte,0.0103,0.0084,0.0191,0.0069,0.0044,0.0038,0.0069,0.0160,0.0033
alter,0.0067,0.0082,0.0117,0.0042,0.0055,0.0045,0.0084,0.0048,0.0039
altera,0.0060,0.0062,0.0102,0.0025,0.0018,0.0020,0.0052,0.0018,0.0009
alternativement,0.0132,0.0189,0.0087,0.0098,0.0189,0.0194,0.0169,0.0122,0.0083
altesse,0.0140,0.0043,0.0080,0.0040,0.0036,0.0018,0.0027,0.0043,0.0024
alu,0.0091,0.0066,0.0040,0.0042,0.0042,0.0081,0.0065,0.0127,0.0134
amandes,0.0043,0.0029,0.0018,0.0022,0.0029,0.0035,0.0077,0.0041,0.0029
amans,0.0026,0.0015,0.0039,0.0046,0.0050,0.0048,0.0056,0.0053,0.0036
amant,0.0026,0.0019,0.0032,0.0038,0.0041,0.0037,0.0035,0.0050,0.0031
amante,0.0046,0.0032,0.0093,0.0092,0.0116,0.0127,0.0098,0.0124,0.0063
amants,0.0018,0.0018,0.0034,0.0028,0.0028,0.0034,0.0044,0.0041,0.0022
amas,0.0032,0.0024,0.0047,0.0050,0.0039,0.0055,0.0051,0.0043,0.0030
amasser,0.0044,0.0050,0.0105,0.0026,0.0062,0.0061,0.0059,0.0046,0.0024
amateurs,0.0033,0.0053,0.0042,0.0059,0.0139,0.0172,0.0208,0.0145,0.0052
ambassade,0.0025,0.0044,0.0043,0.0058,0.0031,0.0014,0.0027,0.0036,0.0024
ambassadeur,0.0027,0.0015,0.0024,0.0023,0.0017,0.0016,0.0024,0.0019,0.0026
ambassadeurs,0.0019,0.0032,0.0030,0.0048,0.0031,0.0022,0.0031,0.0031,0.0039
ambitieux,0.0061,0.0063,0.0129,0.0085,0.0088,0.0073,0.0122,0.0077,0.0085
ambition,0.0042,0.0043,0.0072,0.0065,0.0080,0.0066,0.0086,0.0063,0.0062
ambroise,0.0099,0.0043,0.0055,0.0051,0.0089,0.0087,0.0044,0.0093,0.0156
ame,0.0029,0.0024,0.0031,0.0033,0.0043,0.0047,0.0062,0.0051,0.0042
amen,0.0037,0.0037,0.0035,0.0021,0.0013,0.0018,0.0019,0.0021,0.0029
amena,0.0043,0.0058,0.0064,0.0063,0.0057,0.0061,0.0077,0.0090,0.0066
amende,0.0040,0.0020,0.0036,0.0028,0.0034,0.0032,0.0039,0.0040,0.0039
amendes,0.0054,0.0049,0.0071,0.0029,0.0031,0.0043,0.0037,0.0045,0.0036
amene,0.0039,0.0016,0.0022,0.0047,0.0036,0.0059,0.0092,0.0083,0.0030
amener,0.0077,0.0027,0.0046,0.0056,0.0039,0.0055,0.0076,0.0068,0.0068
amené,0.0056,0.0025,0.0038,0.0042,0.0030,0.0037,0.0053,0.0063,0.0064
amer,0.0081,0.0088,0.0078,0.0100,0.0089,0.0218,0.0168,0.0112,0.0093
ames,0.0027,0.0039,0.0027,0.0035,0.0045,0.0054,0.0061,0.0052,0.0043
ami,0.0022,0.0016,0.0023,0.0024,0.0026,0.0029,0.0034,0.0052,0.0035
amie,0.0024,0.0013,0.0052,0.0057,0.0074,0.0077,0.0071,0.0109,0.0063
amies,0.0022,0.0011,0.0026,0.0036,0.0045,0.0039,0.0058,0.0078,0.0041
amiral,0.0011,0.0019,0.0021,0.0033,0.0016,0.0034,0.0025,0.0046,0.0025
amis,0.0026,0.0023,0.0027,0.0027,0.0026,0.0026,0.0032,0.0042,0.0036
amitié,0.0028,0.0028,0.0038,0.0039,0.0039,0.0035,0.0039,0.0047,0.0036
amor,0.0164,0.0068,0.0171,0.0044,0.0051,0.0057,0.0042,0.0055,0.0025
amore,0.0096,0.0131,0.0158,0.0043,0.0040,0.0021,0.0045,0.0040,0.0020
amour,0.0022,0.0023,0.0030,0.0033,0.0034,0.0033,0.0047,0.0046,0.0036
amoureuse,0.0169,0.0048,0.0161,0.0079,0.0083,0.0083,0.0128,0.0144,0.0050
amoureux,0.0042,0.0020,0.0050,0.0047,0.0043,0.0041,0.0053,0.0066,0.0032
amours,0.0031,0.0016,0.0041,0.0033,0.0043,0.0036,0.0048,0.0062,0.0031
ample,0.0029,0.0032,0.0025,0.0035,0.0028,0.0039,0.0043,0.0057,0.0031
amplement,0.0028,0.0037,0.0024,0.0037,0.0024,0.0039,0.0045,0.0045,0.0040
amples,0.0026,0.0023,0.0031,0.0042,0.0046,0.0046,0.0049,0.0070,0.0032
amsterdam,0.0019,0.0033,0.0022,0.0016,0.0038,0.0035,0.0028,0.0032,0.0027
amuser,0.0074,0.0038,0.0096,0.0122,0.0097,0.0099,0.0103,0.0096,0.0052
amène,0.0050,0.0022,0.0060,0.0036,0.0043,0.0065,0.0100,0.0168,0.0122
amé,0.0092,0.0088,0.0058,0.0043,0.0035,0.0043,0.0036,0.0048,0.0028
anc,0.0057,0.0059,0.0079,0.0062,0.0088,0.0110,0.0135,0.0143,0.0123
ance,0.0067,0.0148,0.0103,0.0085,0.0099,0.0100,0.0091,0.0114,0.0101
ancien,0.0038,0.0036,0.0039,0.0031,0.0032,0.0046,0.0038,0.0032,0.0044
ancienne,0.0034,0.0041,0.0044,0.0033,0.0037,0.0036,0.0041,0.0036,0.0029
anciennement,0.0072,0.0080,0.0076,0.0076,0.0086,0.0074,0.0091,0.0087,0.0050
anciennes,0.0047,0.0043,0.0045,0.0046,0.0042,0.0045,0.0044,0.0040,0.0038
ancienneté,0.0128,0.0056,0.0046,0.0060,0.0053,0.0078,0.0071,0.0068,0.0031
anciens,0.0030,0.0033,0.0030,0.0027,0.0030,0.0029,0.0029,0.0029,0.0028
ancres,0.0019,0.0014,0.0013,0.0057,0.0011,0.0093,0.0044,0.0056,0.0052
ancêtres,0.0032,0.0034,0.0059,0.0037,0.0038,0.0037,0.0054,0.0045,0.0037
and,0.0032,0.0034,0.0033,0.0039,0.0042,0.0044,0.0038,0.0043,0.0041
andré,0.0024,0.0029,0.0021,0.0032,0.0036,0.0047,0.0049,0.0065,0.0052
ane,0.0062,0.0065,0.0055,0.0067,0.0079,0.0125,0.0086,0.0083,0.0124
ange,0.0038,0.0025,0.0029,0.0021,0.0046,0.0056,0.0047,0.0063,0.0068
anges,0.0021,0.0032,0.0016,0.0017,0.0031,0.0036,0.0032,0.0027,0.0025
anglais,0.0166,0.0092,0.0084,0.0071,0.0074,0.0088,0.0096,0.0097,0.0070
angle,0.0060,0.0124,0.0133,0.0162,0.0102,0.0133,0.0127,0.0066,0.0046
angles,0.0040,0.0043,0.0069,0.0087,0.0055,0.0096,0.0097,0.0060,0.0037
angleterre,0.0028,0.0029,0.0037,0.0032,0.0041,0.0043,0.0040,0.0038,0.0038
anglois,0.0020,0.0030,0.0033,0.0036,0.0035,0.0033,0.0032,0.0041,0.0032
angloise,0.0031,0.0062,0.0065,0.0160,0.0116,0.0113,0.0114,0.0090,0.0081
angélique,0.0022,0.0005,0.0024,0.0023,0.0024,0.0015,0.0032,0.0046,0.0027
ani,0.0052,0.0068,0.0062,0.0076,0.0068,0.0082,0.0090,0.0085,0.0058
anima,0.0053,0.0115,0.0112,0.0054,0.0058,0.0056,0.0086,0.0071,0.0060
animal,0.0024,0.0021,0.0023,0.0039,0.0035,0.0046,0.0047,0.0048,0.0033
animaux,0.0022,0.0020,0.0022,0.0025,0.0028,0.0037,0.0029,0.0035,0.0026
anime,0.0034,0.0035,0.0051,0.0051,0.0081,0.0090,0.0104,0.0095,0.0067
animer,0.0031,0.0049,0.0087,0.0057,0.0071,0.0101,0.0093,0.0074,0.0061
animi,0.0041,0.0044,0.0061,0.0038,0.0029,0.0024,0.0040,0.0022,0.0011
animo,0.0036,0.0040,0.0045,0.0032,0.0023,0.0015,0.0035,0.0026,0.0015
animus,0.0102,0.0054,0.0163,0.0057,0.0050,0.0022,0.0070,0.0033,0.0016
animé,0.0052,0.0052,0.0093,0.0056,0.0094,0.0066,0.0087,0.0084,0.0063
animée,0.0027,0.0030,0.0098,0.0069,0.0114,0.0112,0.0124,0.0122,0.0075
anis,0.0040,0.0060,0.0030,0.0046,0.0029,0.0071,0.0082,0.0082,0.0124
ann,0.0045,0.0110,0.0079,0.0294,0.0128,0.0192,0.0170,0.0112,0.0120
annales,0.0049,0.0124,0.0093,0.0066,0.0084,0.0080,0.0156,0.0098,0.0080
anne,0.0048,0.0056,0.0045,0.0047,0.0060,0.0071,0.0041,0.0050,0.0052
anneau,0.0036,0.0045,0.0039,0.0053,0.0037,0.0078,0.0084,0.0055,0.0044
anneaux,0.0044,0.0037,0.0042,0.0065,0.0033,0.0079,0.0118,0.0063,0.0038
anni,0.0057,0.0141,0.0330,0.0088,0.0061,0.0040,0.0150,0.0042,0.0024
annibal,0.0054,0.0287,0.0252,0.0064,0.0121,0.0053,0.0099,0.0053,0.0034
anno,0.0035,0.0077,0.0092,0.0043,0.0023,0.0019,0.0037,0.0018,0.0013
annonce,0.0074,0.0049,0.0116,0.0133,0.0134,0.0146,0.0155,0.0131,0.0103
annoncer,0.0042,0.0028,0.0070,0.0072,0.0068,0.0076,0.0076,0.0084,0.0054
annoncé,0.0054,0.0037,0.0085,0.0096,0.0092,0.0140,0.0149,0.0126,0.0076
annuel,0.0094,0.0078,0.0078,0.0079,0.0072,0.0102,0.0084,0.0090,0.0064
annuelle,0.0097,0.0060,0.0067,0.0076,0.0099,0.0126,0.0118,0.0118,0.0091
annuellement,0.0050,0.0071,0.0070,0.0087,0.0136,0.0143,0.0143,0.0134,0.0077
année,0.0023,0.0021,0.0023,0.0020,0.0026,0.0027,0.0029,0.0028,0.0025
années,0.0019,0.0018,0.0020,0.0019,0.0020,0.0023,0.0026,0.0025,0.0024
anonyme,0.0039,0.0051,0.0036,0.0323,0.0173,0.0084,0.0173,0.0117,0.0095
anr,0.0069,0.0139,0.0058,0.0089,0.0074,0.0141,0.0063,0.0147,0.0128
ans,0.0023,0.0021,0.0021,0.0020,0.0021,0.0023,0.0024,0.0027,0.0020
ant,0.0051,0.0078,0.0094,0.0077,0.0084,0.0209,0.0077,0.0079,0.0076
ante,0.0044,0.0051,0.0069,0.0044,0.0034,0.0045,0.0067,0.0046,0.0047
anti,0.0040,0.0140,0.0060,0.0106,0.0122,0.0208,0.0313,0.0216,0.0208
antique,0.0162,0.0097,0.0074,0.0074,0.0134,0.0116,0.0140,0.0121,0.0092
antiques,0.0032,0.0039,0.0030,0.0029,0.0041,0.0050,0.0065,0.0064,0.0056
antiquité,0.0123,0.0172,0.0090,0.0079,0.0158,0.0136,0.0128,0.0085,0.0057
antoine,0.0043,0.0046,0.0040,0.0035,0.0049,0.0056,0.0045,0.0043,0.0041
antre,0.0035,0.0041,0.0075,0.0054,0.0051,0.0054,0.0066,0.0102,0.0071
antres,0.0064,0.0036,0.0045,0.0061,0.0044,0.0059,0.0072,0.0100,0.0066
anvers,0.0014,0.0024,0.0023,0.0017,0.0022,0.0025,0.0027,0.0022,0.0025
any,0.0019,0.0032,0.0013,0.0013,0.0025,0.0016,0.0041,0.0014,0.0030
août,0.0067,0.0040,0.0058,0.0066,0.0068,0.0061,0.0056,0.0066,0.0072
apelle,0.0028,0.0021,0.0027,0.0021,0.0012,0.0016,0.0017,0.0014,0.0030
apercevoir,0.0072,0.0037,0.0068,0.0080,0.0073,0.0060,0.0061,0.0050,0.0077
aperçu,0.0088,0.0039,0.0081,0.0032,0.0029,0.0046,0.0051,0.0082,0.0075
api,0.0084,0.0087,0.0059,0.0081,0.0053,0.0115,0.0112,0.0122,0.0143
apo,0.0086,0.0135,0.0057,0.0118,0.0082,0.0086,0.0084,0.0094,0.0049
apollon,0.0096,0.0044,0.0087,0.0044,0.0067,0.0048,0.0057,0.0066,0.0030
apologie,0.0035,0.0056,0.0058,0.0045,0.0081,0.0049,0.0075,0.0088,0.0044
apostolique,0.0029,0.0029,0.0024,0.0055,0.0049,0.0025,0.0033,0.0024,0.0045
app,0.0035,0.0062,0.0114,0.0060,0.0076,0.0063,0.0095,0.0100,0.0092
appaiser,0.0036,0.0038,0.0051,0.0083,0.0047,0.0064,0.0089,0.0097,0.0053
appar,0.0103,0.0102,0.0142,0.0157,0.0088,0.0092,0.0084,0.0092,0.0069
appareil,0.0046,0.0038,0.0067,0.0042,0.0051,0.0055,0.0067,0.0054,0.0036
apparemment,0.0036,0.0028,0.0041,0.0053,0.0047,0.0035,0.0042,0.0062,0.0044
apparence,0.0041,0.0046,0.0051,0.0049,0.0051,0.0056,0.0049,0.0044,0.0046
apparences,0.0055,0.0043,0.0055,0.0058,0.0071,0.0067,0.0061,0.0060,0.0040
apparent,0.0075,0.0049,0.0086,0.0110,0.0145,0.0162,0.0146,0.0114,0.0106
apparente,0.0056,0.0047,0.0076,0.0081,0.0116,0.0148,0.0140,0.0094,0.0092
appartement,0.0015,0.0010,0.0013,0.0023,0.0016,0.0020,0.0023,0.0037,0.0024
appartenans,0.0063,0.0038,0.0072,0.0054,0.0028,0.0050,0.0033,0.0081,0.0048
appartenant,0.0134,0.0061,0.0086,0.0074,0.0078,0.0080,0.0081,0.0107,0.0110
appartenir,0.0043,0.0038,0.0037,0.0042,0.0046,0.0066,0.0065,0.0068,0.0063
appartenoient,0.0053,0.0050,0.0080,0.0060,0.0053,0.0071,0.0081,0.0073,0.0050
appartenoit,0.0028,0.0048,0.0054,0.0050,0.0038,0.0044,0.0051,0.0045,0.0040
appartiendra,0.0045,0.0024,0.0037,0.0026,0.0019,0.0020,0.0021,0.0029,0.0016
appartiennent,0.0032,0.0026,0.0039,0.0050,0.0041,0.0055,0.0050,0.0051,0.0052
appartient,0.0030,0.0030,0.0032,0.0033,0.0034,0.0036,0.0035,0.0035,0.0038
appas,0.0037,0.0022,0.0050,0.0042,0.0059,0.0059,0.0062,0.0071,0.0034
appel,0.0088,0.0044,0.0054,0.0046,0.0050,0.0063,0.0050,0.0047,0.0043
appeler,0.0052,0.0017,0.0027,0.0026,0.0049,0.0046,0.0057,0.0106,0.0085
appeliez,0.0093,0.0068,0.0042,0.0027,0.0025,0.0036,0.0058,0.0049,0.0025
appella,0.0033,0.0047,0.0046,0.0047,0.0058,0.0057,0.0070,0.0058,0.0031
appellant,0.0394,0.0105,0.0129,0.0108,0.0082,0.0129,0.0160,0.0103,0.0054
appelle,0.0017,0.0019,0.0023,0.0019,0.0023,0.0032,0.0031,0.0028,0.0025
appellent,0.0028,0.0031,0.0032,0.0041,0.0026,0.0043,0.0044,0.0039,0.0031
appeller,0.0029,0.0030,0.0037,0.0036,0.0034,0.0045,0.0037,0.0036,0.0027
appellez,0.0056,0.0040,0.0053,0.0023,0.0015,0.0015,0.0044,0.0027,0.0016
appelloient,0.0045,0.0053,0.0068,0.0026,0.0033,0.0033,0.0052,0.0049,0.0013
appelloit,0.0014,0.0018,0.0031,0.0019,0.0025,0.0025,0.0035,0.0038,0.0017
appellons,0.0021,0.0028,0.0024,0.0017,0.0027,0.0032,0.0035,0.0032,0.0009
appellé,0.0064,0.0036,0.0048,0.0031,0.0040,0.0041,0.0040,0.0030,0.0024
appellée,0.0039,0.0034,0.0043,0.0038,0.0037,0.0046,0.0055,0.0037,0.0021
appellées,0.0070,0.0046,0.0073,0.0043,0.0076,0.0075,0.0080,0.0078,0.0020
appelé,0.0075,0.0030,0.0044,0.0062,0.0082,0.0079,0.0081,0.0105,0.0079
appercevoir,0.0039,0.0050,0.0103,0.0110,0.0118,0.0118,0.0083,0.0072,0.0052
apperçoit,0.0028,0.0033,0.0052,0.0068,0.0085,0.0094,0.0072,0.0073,0.0053
apperçu,0.0027,0.0044,0.0099,0.0087,0.0071,0.0076,0.0069,0.0094,0.0084
applicable,0.0037,0.0015,0.0017,0.0019,0.0017,0.0033,0.0032,0.0051,0.0055
application,0.0039,0.0037,0.0037,0.0032,0.0068,0.0075,0.0059,0.0054,0.0061
applique,0.0053,0.0042,0.0047,0.0073,0.0045,0.0088,0.0097,0.0060,0.0044
appliquer,0.0040,0.0026,0.0028,0.0028,0.0048,0.0055,0.0053,0.0047,0.0042
appliqué,0.0050,0.0041,0.0052,0.0053,0.0057,0.0069,0.0072,0.0057,0.0041
appliquée,0.0046,0.0038,0.0064,0.0053,0.0063,0.0122,0.0157,0.0085,0.0061
appointemens,0.0057,0.0106,0.0083,0.0071,0.0060,0.0097,0.0085,0.0100,0.0098
apporta,0.0031,0.0032,0.0022,0.0054,0.0036,0.0041,0.0047,0.0071,0.0038
apporte,0.0031,0.0029,0.0030,0.0049,0.0040,0.0051,0.0057,0.0058,0.0049
apportent,0.0052,0.0037,0.0035,0.0084,0.0038,0.0068,0.0071,0.0075,0.0039
apporter,0.0035,0.0026,0.0025,0.0034,0.0029,0.0031,0.0027,0.0029,0.0026
apportez,0.0169,0.0107,0.0070,0.0034,0.0036,0.0062,0.0064,0.0103,0.0063
apporté,0.0032,0.0029,0.0037,0.0041,0.0040,0.0039,0.0041,0.0039,0.0033
apportée,0.0047,0.0039,0.0043,0.0061,0.0050,0.0053,0.0080,0.0069,0.0053
apportées,0.0064,0.0042,0.0050,0.0049,0.0048,0.0057,0.0057,0.0069,0.0029
apprenant,0.0040,0.0048,0.0262,0.0239,0.0092,0.0113,0.0107,0.0144,0.0090
apprend,0.0031,0.0038,0.0041,0.0044,0.0042,0.0040,0.0047,0.0040,0.0033
apprendre,0.0032,0.0033,0.0036,0.0043,0.0038,0.0039,0.0042,0.0054,0.0034
apprenez,0.0016,0.0020,0.0040,0.0044,0.0052,0.0053,0.0060,0.0106,0.0048
apprennent,0.0053,0.0048,0.0064,0.0074,0.0064,0.0069,0.0067,0.0057,0.0050
apprenons,0.0048,0.0045,0.0033,0.0029,0.0049,0.0060,0.0071,0.0050,0.0032
apprens,0.0053,0.0059,0.0057,0.0091,0.0106,0.0121,0.0069,0.0048,0.0045
apprentifs,0.0036,0.0022,0.0043,0.0018,0.0063,0.0041,0.0016,0.0017,0.0009
appris,0.0029,0.0028,0.0034,0.0035,0.0030,0.0031,0.0046,0.0045,0.0037
apprit,0.0019,0.0023,0.0045,0.0061,0.0035,0.0041,0.0044,0.0044,0.0031
approbation,0.0027,0.0041,0.0051,0.0034,0.0042,0.0050,0.0053,0.0046,0.0037
approchant,0.0050,0.0051,0.0057,0.0114,0.0048,0.0095,0.0097,0.0083,0.0074
approche,0.0047,0.0055,0.0069,0.0077,0.0061,0.0081,0.0073,0.0071,0.0045
approchent,0.0031,0.0071,0.0048,0.0068,0.0065,0.0081,0.0090,0.0066,0.0039
approcher,0.0046,0.0046,0.0045,0.0059,0.0032,0.0045,0.0044,0.0053,0.0041
approchez,0.0045,0.0042,0.0069,0.0045,0.0040,0.0076,0.0079,0.0133,0.0058
approché,0.0040,0.0033,0.0068,0.0086,0.0046,0.0043,0.0077,0.0071,0.0042
approfondir,0.0036,0.0044,0.0064,0.0059,0.0079,0.0103,0.0115,0.0090,0.0065
approuve,0.0053,0.0064,0.0073,0.0070,0.0100,0.0072,0.0096,0.0076,0.0142
approuver,0.0030,0.0040,0.0063,0.0052,0.0064,0.0065,0.0071,0.0078,0.0074
approuvé,0.0027,0.0024,0.0030,0.0033,0.0028,0.0039,0.0041,0.0041,0.0036
approuvée,0.0038,0.0046,0.0049,0.0046,0.0048,0.0041,0.0042,0.0063,0.0056
appréhender,0.0040,0.0052,0.0131,0.0106,0.0076,0.0078,0.0089,0.0066,0.0032
appui,0.0054,0.0053,0.0079,0.0075,0.0082,0.0078,0.0089,0.0082,0.0076
appuyer,0.0063,0.0060,0.0112,0.0089,0.0119,0.0131,0.0115,0.0073,0.0069
appuyé,0.0031,0.0029,0.0061,0.0045,0.0053,0.0069,0.0063,0.0062,0.0048
appuyée,0.0029,0.0037,0.0059,0.0076,0.0061,0.0066,0.0073,0.0060,0.0043
apr,0.0108,0.0142,0.0120,0.0069,0.0124,0.0082,0.0083,0.0120,0.0103
aprcs,0.0047,0.0040,0.0027,0.0034,0.0026,0.0035,0.0032,0.0043,0.0041
apres,0.0040,0.0041,0.0028,0.0032,0.0039,0.0031,0.0030,0.0039,0.0031
apris,0.0035,0.0023,0.0030,0.0020,0.0031,0.0026,0.0026,0.0027,0.0036
aprs,0.0039,0.0049,0.0032,0.0039,0.0038,0.0038,0.0042,0.0060,0.0064
après,0.0023,0.0022,0.0027,0.0023,0.0017,0.0022,0.0025,0.0027,0.0019
aprés,0.0020,0.0015,0.0006,0.0004,0.0007,0.0009,0.0009,0.0019,0.0009
apud,0.0037,0.0055,0.0076,0.0088,0.0049,0.0026,0.0084,0.0024,0.0020
apôtre,0.0035,0.0012,0.0013,0.0009,0.0028,0.0023,0.0024,0.0019,0.0023
apôtres,0.0027,0.0017,0.0018,0.0012,0.0019,0.0035,0.0034,0.0027,0.0028
aque,0.0110,0.0083,0.0118,0.0070,0.0063,0.0105,0.0164,0.0127,0.0135
ara,0.0098,0.0094,0.0145,0.0090,0.0079,0.0086,0.0132,0.0115,0.0133
arabes,0.0017,0.0023,0.0077,0.0051,0.0048,0.0045,0.0069,0.0065,0.0052
arbitraire,0.0045,0.0024,0.0024,0.0027,0.0065,0.0059,0.0091,0.0080,0.0078
arbitre,0.0027,0.0014,0.0032,0.0021,0.0038,0.0024,0.0042,0.0037,0.0033
arbitres,0.0121,0.0046,0.0064,0.0086,0.0061,0.0085,0.0084,0.0060,0.0069
arbre,0.0014,0.0017,0.0012,0.0026,0.0021,0.0032,0.0033,0.0028,0.0033
arbres,0.0014,0.0016,0.0020,0.0030,0.0027,0.0037,0.0034,0.0034,0.0039
arc,0.0052,0.0076,0.0095,0.0071,0.0045,0.0075,0.0062,0.0063,0.0057
archers,0.0160,0.0158,0.0070,0.0067,0.0039,0.0054,0.0049,0.0107,0.0039
archevêque,0.0023,0.0023,0.0018,0.0011,0.0028,0.0020,0.0021,0.0027,0.0023
archives,0.0042,0.0095,0.0039,0.0064,0.0052,0.0042,0.0072,0.0069,0.0086
arcs,0.0105,0.0130,0.0085,0.0124,0.0053,0.0113,0.0095,0.0067,0.0067
ard,0.0040,0.0053,0.0031,0.0041,0.0059,0.0057,0.0053,0.0073,0.0113
ardemment,0.0121,0.0050,0.0204,0.0161,0.0131,0.0074,0.0094,0.0144,0.0082
ardens,0.0087,0.0067,0.0108,0.0102,0.0098,0.0114,0.0121,0.0111,0.0118
ardent,0.0038,0.0036,0.0067,0.0047,0.0064,0.0061,0.0074,0.0061,0.0050
ardente,0.0049,0.0068,0.0064,0.0050,0.0065,0.0076,0.0116,0.0122,0.0083
ardeur,0.0032,0.0028,0.0047,0.0040,0.0040,0.0040,0.0048,0.0047,0.0029
ardeurs,0.0028,0.0026,0.0034,0.0037,0.0033,0.0037,0.0046,0.0043,0.0029
are,0.0039,0.0067,0.0033,0.0028,0.0041,0.0042,0.0053,0.0040,0.0062
arg,0.0095,0.0397,0.0106,0.0133,0.0033,0.0118,0.0073,0.0024,0.0063
argent,0.0024,0.0017,0.0024,0.0026,0.0027,0.0026,0.0023,0.0024,0.0019
argumens,0.0024,0.0053,0.0114,0.0080,0.0086,0.0083,0.0067,0.0082,0.0053
argument,0.0027,0.0022,0.0071,0.0038,0.0043,0.0055,0.0046,0.0050,0.0045
ari,0.0062,0.0066,0.0057,0.0067,0.0051,0.0065,0.0055,0.0071,0.0084
aris,0.0139,0.0184,0.0118,0.0107,0.0148,0.0181,0.0171,0.0158,0.0180
aristote,0.0039,0.0023,0.0041,0.0022,0.0036,0.0036,0.0057,0.0096,0.0041
ark,0.0020,0.0022,0.0020,0.0023,0.0031,0.0037,0.0029,0.0033,0.0046
arlequin,0.0062,0.0071,0.0041,0.0034,0.0054,0.0025,0.0042,0.0046,0.0043
arma,0.0097,0.0040,0.0106,0.0076,0.0042,0.0038,0.0092,0.0048,0.0034
arme,0.0021,0.0093,0.0034,0.0043,0.0048,0.0047,0.0075,0.0049,0.0054
armer,0.0031,0.0030,0.0051,0.0052,0.0046,0.0064,0.0081,0.0061,0.0059
armes,0.0022,0.0021,0.0026,0.0020,0.0021,0.0022,0.0025,0.0024,0.0021
armis,0.0068,0.0032,0.0124,0.0050,0.0042,0.0025,0.0052,0.0028,0.0020
armé,0.0033,0.0040,0.0091,0.0051,0.0036,0.0054,0.0047,0.0051,0.0041
armée,0.0017,0.0024,0.0025,0.0019,0.0020,0.0019,0.0022,0.0024,0.0023
armées,0.0022,0.0031,0.0028,0.0024,0.0026,0.0024,0.0028,0.0029,0.0037
armés,0.0047,0.0024,0.0132,0.0132,0.0062,0.0064,0.0064,0.0069,0.0052
arnaud,0.0062,0.0074,0.0047,0.0066,0.0055,0.0067,0.0091,0.0078,0.0038
arpens,0.0057,0.0098,0.0079,0.0044,0.0081,0.0106,0.0062,0.0068,0.0059
arpent,0.0099,0.0067,0.0086,0.0082,0.0160,0.0165,0.0110,0.0085,0.0072
