# Mots stables — candidats local anchors
# format: mot | drift_moyen | drift_global

curieuses	0.0026	0.0859
s'étonner	0.0026	0.0910
pouvant	0.0026	0.1095
anges	0.0026	0.0799
ces	0.0026	0.1335
donnoit	0.0026	0.1147
monnoyé	0.0026	0.0860
j'en	0.0026	0.1015
avez	0.0026	0.1203
province	0.0026	0.0947
dire	0.0026	0.0940
seconde	0.0026	0.1081
maladie	0.0026	0.0891
permission	0.0026	0.1081
quelles	0.0026	0.1184
l'ont	0.0026	0.1141
c'est	0.0026	0.1136
couleur	0.0027	0.0856
commerce	0.0027	0.0959
ecriture	0.0027	0.0724
usage	0.0027	0.1080
jardins	0.0027	0.0992
sacrement	0.0027	0.0692
n'empêche	0.0027	0.1069
gallicane	0.0027	0.0814
fête	0.0027	0.0875
pére	0.0027	0.0530
plaisir	0.0027	0.0921
cieux	0.0027	0.0894
sans	0.0027	0.1185
tué	0.0027	0.0955
branche	0.0027	0.0898
plaisoit	0.0027	0.0915
fer	0.0027	0.0841
accident	0.0027	0.1036
d'antoine	0.0027	0.0658
dessus	0.0027	0.1014
donations	0.0027	0.0771
reliefs	0.0027	0.0840
present	0.0027	0.0630
faudroit	0.0027	0.0947
privilege	0.0027	0.0832
écus	0.0027	0.0873
garnison	0.0027	0.0782
quelquefois	0.0027	0.1060
pies	0.0027	0.0806
voudront	0.0027	0.0965
execution	0.0027	0.0650
jusques	0.0027	0.0914
alliez	0.0027	0.0633
reputation	0.0027	0.0544
cuit	0.0027	0.0783
avoit	0.0027	0.1226
consulat	0.0027	0.0758
allons	0.0027	0.1020
bailler	0.0027	0.0641
affaires	0.0027	0.1088
chapitre	0.0027	0.0916
mihi	0.0027	0.0651
leo	0.0027	0.0966
https	0.0027	0.1218
exprimer	0.0027	0.0860
jule	0.0027	0.0622
partagez	0.0027	0.0854
rentes	0.0027	0.0958
chemin	0.0027	0.1052
n'ayant	0.0027	0.1200
premiere	0.0027	0.1077
dés	0.0027	0.0846
communion	0.0027	0.0755
j'irai	0.0027	0.0875
préparez	0.0027	0.0674
maître	0.0027	0.1012
figures	0.0027	0.0940
inventaire	0.0027	0.0693
rudement	0.0027	0.0697
voudra	0.0027	0.1088
pay	0.0027	0.0916
proportion	0.0027	0.0882
