mot_cible,nb_ancres,ancres
trouvoit,16,"voyoit, paroissoit, étoit, trouva, craignoit, faisoit, croyoit, demandoit, favoit, prenoit, passoit, trouvait, trouvant, ctoit, tenoit, arrivoit"
trouvons,14,"trouverons, tenons, jugeons, recevons, dirons, serions, savons, cherchons, entendons, appellons, vivons, verrons, sentons, voyons"
trouvâmes,15,"arrivâmes, vîmes, fimes, fûmes, étions, fîmes, eûmes, fumes, saisions, avions, irons, serions, trouverons, ferions, allions"
trouvât,11,"trouvoit, crût, prît, donnât, doutoit, voulût, parût, trouvait, attendoit, trouva, voyoit"
trouvèrent,15,"trouverent, virent, étaient, allèrent, sortirent, s'étaient, crurent, prirent, seraient, mirent, allerent, entrerent, furent, firent, perdirent"
trouvé,14,"rencontré, remarqué, trouvée, oublié, apris, servi, appris, rapporté, laissé, apporté, jetté, tiré, travaillé, retiré"
trouvée,9,"rencontré, retirée, trouvé, jetté, envoyée, mise, retiré, jettée, élevée"
trouvées,7,"mises, prises, données, marquées, jugées, tirées, arrivées"
troyes,9,"bourdeaux, bailliage, nicolas, bourges, doyen, nevers, rennes, bordeaux, toulouse"
trre,4,"erre, ctre, êtrc, êrre"
très,11,"trés, tres, trcs, fort, extremement, assez, aussi, assés, admirablement, médiocrement, trop"
trépas,10,"destin, courroux, rival, sort, hymen, epoux, tremble, traître, hélas, l'hymen"
trés,9,"très, tres, trcs, fort, assés, extremement, aufli, assez, agreable"
trésor,5,"coffre, palais, bourse, receveur, domaine"
trésorier,13,"prieur, prévôt, commissaire, chambellan, receveur, intendant, secrétaire, vicaire, secretaire, bureau, controlleur, lieutenant, chancelier"
trésors,4,"lauriers, exploits, superbes, tombeaux"
trêve,8,"paix, convention, conclue, promesse, alliance, union, conclu, ambassade"
trône,14,"sceptre, couronne, tombeau, empire, monta, l'autel, triomphe, affis, fauteuil, vainqueur, monté, assis, autels, front"
tuent,12,"mangent, perdent, mêlent, craignent, meurent, s'attachent, trompent, ôtent, jettent, rejettent, profitent, voyent"
tuer,14,"mourir, enterrer, pendre, châtier, venger, perir, mener, frapper, emporter, sauver, arracher, crever, attaquer, battre"
tuilée,25,"puise, suiffé, puisse, pcut, pourra, doive, puifle, puissent, poura, pourroit, devroit, peut, suissent, pouroit, fauroit, pourront, veuille, puisent, voulût, sçauroit, purifie, doit, peuvent, pourrait, pourroient"
tuis,7,"vidi, quibus, verbis, hanc, plura, meis, quoniam"
tumulte,7,"carnage, bruit, trompettes, accourut, cris, desordre, épouvantable"
tuoient,6,"ôtoient, trouverent, virent, travailloient, profitent, voient"
turcs,11,"maures, espagnols, portugais, juifs, romains, hollandois, anglois, corsaires, infideles, grecs, chrétiens"
ture,7,"pein, peinture, idée, conception, ecriture, définition, invention"
turenne,10,"d'auvergne, noailles, louvois, lorraine, connétable, rohan, maréchal, luxembourg, tellier, marquis"
turent,5,"trouverent, ôtoient, virent, trouvèrent, crurent"
turin,13,"barcelone, savoie, l'archiduc, madrid, catalogne, tournai, villars, valence, allemagne, luxembourg, lisbonne, ambassadeur, naples"
turquie,5,"moscovie, l'amerique, allemagne, guinée, d'italie"
tutelle,14,"tuteur, mineur, majeur, mineurs, tuteurs, legitime, défunt, rachat, valablement, succession, retrait, douaire, l'aîné, héritiers"
tutelles,6,"donations, partages, augmentations, réelles, testamens, rentes"
tuteur,15,"mineur, tutelle, majeur, mineurs, tuteurs, débiteur, défunt, valablement, parent, héritier, créancier, mary, fermier, compagnon, ayeul"
tuteurs,22,"mineurs, oncles, mariages, parens, tutelle, héritiers, freres, veuves, tuteur, cadets, descendans, enfans, maris, débiteurs, créanciers, testamens, successions, superieurs, vicaires, meres, bâtards, mineur"
tuyau,9,"creux, quarré, doigt, rond, l'épaisseur, manche, panier, pointu, vase"
tuyaux,9,"pores, nerfs, intestins, trous, filets, bâtons, pointes, bouts, chevilles"
tués,8,"dragons, prisonniers, escadrons, bataillons, d'infanterie, perdirent, cavalerie, soldats"
tyran,11,"cruel, perfide, traître, vainqueur, fureur, rival, irrité, destin, marius, furieux, ennemi"
tyrans,4,"rebelles, mortels, cruels, méchans"
tâcha,22,"résolut, voulut, chercha, proposa, contenta, n'osa, promit, acheva, laissa, vouloit, pensa, l'obligea, venoit, pressa, fallut, obligea, manqua, chargea, pria, voulant, commença, permit"
tâche,10,"pourrait, saurait, pourrais, veut, voudrait, veuille, puisse, tâcha, voudra, voudroit"
tâchent,14,"contentent, s'attachent, mêlent, veulent, s'imaginent, fauroient, laissent, croyent, voudroient, entendent, sauroient, ignorent, vantent, n'osent"
tâcher,10,"tacher, l'obliger, achever, l'aller, résolut, empêcher, aider, préparer, obliger, tâcha"
tâchez,22,"prie, pourrez, pourriez, souhaitez, demandez, promets, vouliez, pourrai, attendez, pouviez, supplie, faudra, j'irai, devez, pouvez, voulez, deviez, conseille, puissiez, manquez, vais, voudrez"
tâché,12,"voulu, entrepris, travaillé, manqué, étudié, appris, remarqué, commencé, oublié, souhaité, paru, prié"
tète,14,"tête, teste, l'épaule, épée, chemise, mule, chapeau, fauteuil, ceinture, front, queue, croupe, bâton, derrière"
tées,5,"payées, marquées, tirées, portées, trouvées"
témoigna,20,"marqua, sentit, causoit, reçût, demandoit, témoigner, remercia, montra, reçut, promit, attira, souhaitoit, accorda, reconnut, donna, apprit, parut, remarqua, écrivit, présenta"
témoignage,15,"culte, evangile, jugement, patriarche, l'evangile, dogme, doctrine, prophete, intelligible, l'ecriture, argument, synode, justification, compte, authentique"
témoignages,8,"dogmes, ecrits, preuves, services, docteurs, témoins, exemples, auteurs"
témoigne,5,"témoigna, s'imagine, aime, souhaitoit, marquoit"
témoigner,8,"témoigna, marquer, remercier, d'estime, accorder, d'amitié, témoigné, demander"
témoigné,17,"répondu, apris, demandé, souhaité, refusé, consenti, appris, paru, apporté, mandé, prié, offert, quitté, obtenu, écouté, reçu, raconté"
témoin,14,"convaincu, délivré, charmé, ravi, fâché, indigné, coupable, touché, ravie, averti, infidèle, informé, éclairci, accusé"
témoins,10,"actes, hérétiques, miracles, extraits, authentique, testamens, juges, faits, serments, notaires"
téméraire,7,"perfide, infidèle, traître, colère, cruel, courroux, inhumaine"
ténèbres,9,"entrailles, ondes, sombres, flots, ombres, etoiles, mortels, rayons, cieux"
tête,19,"teste, queue, derrière, chemise, épée, poitrine, gorge, jambes, épaules, debout, chapeau, ceinture, l'épaule, fauteuil, derriere, front, barbe, cervelle, croupe"
têtes,11,"aîles, tiges, queues, plumes, épaules, jambes, pointes, feuilles, bâtons, dents, visages"
u'ils,4,"icurs, ccux, icur, ellcs"
unanime,8,"l'assemblée, confirmé, délibération, nomination, authentique, assemblée, approuvé, approuvée"
unanimement,7,"approuvé, l'assemblée, conciles, approuvée, délibération, synode, prélats"
unes,9,"proportions, mêlées, endroits, petites, tiges, graines, plantes, parties, piéces"
unie,7,"attachée, élevée, spirituelle, changée, taillée, ronde, nette"
unies,9,"genéraux, etats, royaumes, etrangeres, gouverneurs, hautes, unis, jointes, brabant"
unifie,6,"lera, baille, saisie, scra, saie, greffe"
union,7,"l'union, intelligence, amitié, liaison, alliance, conformité, tranquilité"
unique,15,"aîné, héritier, ainé, bâtard, père, cadet, pére, gendre, aînée, éternel, l'aîné, épousa, pere, ayeul, cadette"
unir,4,"attacher, aider, l'hymen, joindre"
unis,6,"liez, attachez, formez, convenus, l'union, partagez"
unité,8,"infinie, l'unité, image, union, expression, définition, immuable, operation"
univers,10,"astre, oracle, vrage, empire, l'univers, egard, etat, esset, ouvrage, animal"
universel,8,"spirituel, parfait, souverain, éternel, unique, immuable, créateur, veritable"
universelle,10,"établie, ancienne, spirituelle, particuliere, generale, tradition, dogme, éternelle, infinie, immuable"
university,18,"economics, primary, kress, library, literature, goldsmithsâ, monograph, document, french, works, search, https, google, books, whether, author, difficult, first"
unquam,8,"denique, nullum, animi, tanta, videntur, populi, vidi, vitam"
unum,4,"locum, ipse, scilicet, magno"
unus,10,"hanc, patria, denique, vitam, locum, omni, verbis, animus, hujus, hominum"
ures,3,"denrées, meures, etoffes"
usage,11,"l'usage, état, exercice, expédient, ouvrage, inconvénient, ornement, artifice, instrument, vrage, éloge"
usages,8,"privilèges, attributs, rouvraies, commerces, privileges, ecrits, dogmes, divertissemens"
usances,13,"payable, datte, traites, date, amsterdam, hambourg, francfort, anvers, remises, londres, d'anvers, bourdeaux, d'amsterdam"
usent,18,"mêlent, entendent, tirent, appellent, ignorent, travaillent, mangent, écrivent, profitent, rejettent, contentent, passent, prennent, vivent, fervent, reçoivent, trompent, parlent"
user,13,"conclure, préjudicier, déroger, traiter, disposer, exercer, employer, êrre, ctre, accommoder, appliquer, étre, permettre"
usque,4,"eodem, locum, vitam, scilicet"
utile,10,"facile, commode, necessaire, agréable, difficile, importante, inutile, ample, dangereux, agreable"
utilement,6,"honnêtement, commodément, employer, entretenir, facilement, dignement"
utiles,9,"difficiles, nécessaires, excellentes, necessaires, importantes, curieuses, agréables, amples, parfaites"
utilité,6,"étendue, incommodité, consequence, invention, maniéré, manière"
utique,5,"quidquid, deinde, habeat, videre, venire"
vacation,12,"scra, saie, icelle, l'amende, d'icelui, reception, delits, proces, amende, dudir, matire, ordonn"
vacations,13,"quittances, procureurs, amendes, comptables, assignations, saisies, contraventions, d'iceux, payemens, proces, gages, sergens, augmentations"
vache,17,"graisse, cochon, boeuf, galle, volaille, viande, lait, mouton, peau, broche, paille, fromage, bouilli, herbe, beurre, perdrix, maigre"
vaches,13,"peaux, moutons, poules, brebis, bêtes, cerfs, poulets, gibier, loups, volaille, chevaux, agneaux, vache"
vafe,7,"vase, verre, oeuf, panier, linge, morceau, anneau"
vagues,6,"vents, rochers, flots, ondes, sombres, rivages"
vaillance,5,"heros, grandeur, courage, vertu, reputation"
vaillant,11,"brave, soldat, hardi, surnommé, fameux, glorieux, méchant, habile, heros, vainqueur, sage"
vaille,9,"vaut, n'arrive, profite, vend, baille, laissera, vaudroit, mette, gagne"
vain,9,"traître, perfide, cruel, encor, courroux, fatal, rival, infidèle, tremble"
vaincre,3,"combattre, sauver, venger"
vaincu,5,"victorieux, vainqueur, victoire, sauvé, battu"
vaincus,4,"rebelles, ennemis, victorieux, romains"
vaine,4,"cruelle, immortelle, inhumaine, mortelle"
vainement,8,"inhumaine, perfide, vain, fuyez, hélas, redouble, traître, courroux"
vaines,4,"éternelles, mauvaises, telles, passées"
vainqueur,7,"victorieux, destin, courroux, victoire, perfide, rival, glorieux"
vainqueurs,3,"mortels, rebelles, ennemis"
vains,3,"cruels, horribles, vain"
vais,26,"veux, viens, peux, dois, venez, allons, voulois, voulez, pourrai, pouvez, allez, voulais, faudra, pourriez, pourrais, pourrez, attends, tâchez, pourrois, saurai, prie, saurois, saurais, voudrais, ferai, vouliez"
vaisseau,18,"vanneau, navire, bâtiment, pilote, l'ancre, barque, gouvernail, chaloupe, bord, cable, vaisseaux, matelot, capitaine, mouiller, port, flot, seau, naufrage"
vaisseaux,13,"villeux, navires, bâtimens, chaloupes, corsaires, ports, vassaux, matelots, flotte, munitions, vaisseau, capitaines, cables"
vaisselle,12,"pierreries, d'argent, monnoyé, d'or, perles, étoffes, cuisine, argent, fabriquer, d'habits, bourse, diamans"
valable,14,"renonciation, caution, legitime, clause, quittance, jugée, mineur, fraude, valablement, saisie, contrat, donation, majeur, débiteur"
valablement,12,"rachat, mineur, provenans, tuteur, legs, solidairement, remboursement, inventaire, valable, valables, saisies, immeubles"
valables,18,"saisies, donations, assignations, procédures, diligences, nulles, lesdites, payées, jugées, oppositions, déclarations, susdites, quittances, cautions, délais, valablement, testamens, requises"
vale,3,"mart, quidquid, plura"
valence,13,"barcelone, catalogne, lisbonne, madrid, dauphiné, naples, frontière, provence, seville, flandres, capitale, portugal, milan"
valere,5,"comedie, arlequin, pierrot, morbleu, parbleu"
valet,20,"gentilhomme, garçon, maître, fripon, compagnon, coquin, logis, d'hôtel, jardinier, maitre, carosse, portier, cabaret, écuyer, carrosse, camarade, valets, cavalier, chien, hôte"
valets,14,"domestiques, gentilshommes, garçons, équipages, courtisans, esclaves, maîtresses, chevaux, vieillards, camarades, gardes, habits, hardes, apprentifs"
valeur,6,"prix, proportion, somme, florin, marcs, troc"
valeurs,5,"especes, operations, d'especes, proportions, espèces"
validité,14,"confirmation, clauses, execution, l'execution, testamens, déclarations, renonciation, authentique, clause, formule, consequence, nomination, requises, signature"
vallée,8,"plaine, chateau, riviere, située, isle, fontaine, bourg, ifle"
vallées,6,"rivieres, montagnes, fleuves, fontaines, rivages, rochers"
valoient,4,"ôtoient, valoit, vendent, voient"
valoir,5,"accroire, éclater, fabriquer, connoître, payer"
valois,7,"philippe, charles, henry, robert, regne, henri, louis"
valoit,8,"vaudroit, vaut, aima, j'aimerois, faudroit, falloit, favoit, aimoit"
valu,14,"coûté, profité, vécu, gagné, conté, travaillé, acheté, couru, paru, emprunté, conservé, apporté, témoigné, souhaité"
valut,5,"valoit, donnait, perdit, demandait, obtint"
valère,7,"angélique, lisette, isabelle, madame, dorante, nièce, merlin"
vanneau,16,"vaisseau, navire, bâtiment, pilote, l'ancre, gouvernail, matelot, cable, quille, chaloupe, barque, bord, fret, seau, l'équipage, mouillé"
vante,3,"chante, parloit, aime"
vantent,15,"piquent, croyent, contentent, s'imaginent, ignorent, rejettent, aiment, entendent, trompent, mêlent, tâchent, enseignent, craignent, écrivent, parlent"
vanter,4,"prétendre, lasser, douter, esperer"
vapeur,9,"fumée, épaisse, liqueur, l'odeur, vapeurs, soufre, chaleur, subtile, bile"
vapeurs,15,"humeurs, nerfs, intestins, l'estomac, pores, veines, odeurs, l'odeur, vapeur, fibres, soufre, rayons, l'air, chaleur, fumée"
vaquer,4,"assister, fournir, publiques, remettre"
variation,3,"incommodité, proportion, differente"
varier,4,"imiter, appliquer, exprimer, diver"
variété,6,"étendue, justesse, netteté, différentes, quantité, abondance"
varron,7,"brutus, cicéron, ciceron, platon, servius, lucius, plutarque"
vase,13,"verre, morceau, enfoncé, panier, doigt, boëte, coffre, oeuf, bouteille, fondu, creux, l'eau, fosse"
vases,9,"diamans, ornemens, plats, rubis, parfums, morceaux, cabinets, tombeaux, statues"
vassaux,16,"villeux, navires, vaisseaux, dépendans, officiers, ports, fiefs, bâtimens, seigneurs, héritages, lieutenans, seigneuries, chaloupes, voisins, équipages, vizirs"
